time,"Aircon Gate Status ()","Altitude (GPS) (feet)","Atmosphere Pressure_7E0 (kPa)","Average speed (mph)","Average speed (GPS) (mph)","Calculated instant fuel rate (gal./h)","Calculated Load_7E0 (%)","Coolant Temperature_7E0 (℉)","Distance travelled (miles)","Distance travelled (Today) (miles)","Distance travelled (total) (miles)","Distance travelled (Week) (miles)","Engine coolant temperature (℉)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Engine Run Time (Time since Ign-On) (sec.)","Engine Speed_7E0 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (gallon)","Fuel used (Today) (gallon)","Fuel used (total) (gallon)","Fuel used (Week) (gallon)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","HV battery intake air temperature (℉)","Hybrid/EV battery pack remaining charge (%)","Instant engine power (based on fuel consumption) (hp)","Intake Air Temperature_7E0 (℉)","Inverter Coolant Temp ()","Inverter Water Pump Revolution (rpm)","MAF air flow rate (g/sec)","Manifold Air Pressure_7E0 (kPa)","Mass Air Flow (g/sec)","MG1 revolution (rpm)","MG1 temperature (℉)","MG1 temperature after IG-ON (℉)","MG1 temperature Max (℉)","MG2 revolution (rpm)","MG2 temperature (℉)","MG2 temperature after IG-ON (℉)","MG2 temperature Max (℉)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 1 Wide Range Voltage (V)","Power from MAF (hp)","Prohibit DC/DC converter signal ()","Speed (GPS) (mph)","State of Charge (%)","Temp of Batt TB1 (℉)","Temp of Batt TB2 (℉)","Temp of Batt TB3 (℉)","Throttle position (%)","Vehicle acceleration (g)","Vehicle Load (%)","Vehicle speed (mph)","Vehicle Speed_7E0 (mph)","Water Pump Running ()",Latitude,Longtitude,
13:30:21.943,1,25.378403979990996,100,,0.8573620002771207,,0,172.4,,,,,172.4,0,0,326,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.33736050278268376,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809509,
13:30:22.333,1,25.378403979990996,100,,0.8119645470867343,,0,172.4,,,,,172.4,0,0,326,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3257141373224914,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809501,
13:30:22.559,1,25.378403979990996,100,,0.8119645470867343,,0,172.4,,,,,172.4,0,0,328,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3257141373224914,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809501,
13:30:22.975,1,25.378403979990996,100,,0.8119645470867343,,0,172.4,,,,,172.4,0,0,328,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3257141373224914,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809501,
13:30:23.012,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,328,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:23.063,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,328,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,8,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:23.177,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,328,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,8,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:23.269,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,328,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,8,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:23.412,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,328,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,8,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:23.839,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,328,0,,,,,,,,,,89.14396429388876,47.84313725490196,,120.2,39,3500,,100,0.46,0,129.2,118.4,129.2,8,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:23.975,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.45,0,129.2,118.4,129.2,8,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:24.086,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.45,0,129.2,118.4,129.2,8,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:24.177,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.45,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:24.230,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.45,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:24.305,1,25.388616940817116,100,,0.7815800156506634,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.45,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3264672286227164,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331946,-121.8809501,
13:30:24.320,1,25.388616940817116,100,,0.7316158532170396,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.45,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3171315364694288,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809504,
13:30:24.417,1,25.388616940817116,100,,0.7316158532170396,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.45,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3171315364694288,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809504,
13:30:24.532,1,25.388616940817116,100,,0.7316158532170396,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.45,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3171315364694288,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809504,
13:30:24.658,1,25.388616940817116,100,,0.7316158532170396,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3171315364694288,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809504,
13:30:24.776,1,25.388616940817116,100,,0.7316158532170396,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3171315364694288,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809504,
13:30:25.109,1,25.388616940817116,100,,0.7316158532170396,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3171315364694288,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809504,
13:30:25.169,1,25.388616940817116,100,,0.7316158532170396,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.3171315364694288,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.8809504,
13:30:25.264,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:25.266,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:25.365,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:25.445,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,330,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:25.581,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,331,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:25.718,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,331,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:25.798,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,331,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:25.856,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,331,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:25.934,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,331,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:26.057,1,16.16324373024937,100,,0.7018533881333044,,0,172.4,,,,,172.4,0,0,331,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.318819383637941,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331948,-121.8809507,
13:30:26.269,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,331,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:26.369,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,331,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,101,0.46,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:26.518,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,332,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,0,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:26.640,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,332,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,124,129.2,118.4,129.2,0,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:26.730,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,332,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,124,129.2,118.4,129.2,-120,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:26.781,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,332,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,124,129.2,118.4,129.2,-120,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:26.832,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,332,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,124,129.2,118.4,129.2,-120,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:26.944,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,332,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,124,129.2,118.4,129.2,-120,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:27.019,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,332,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,124,129.2,118.4,129.2,-120,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:27.143,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,333,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,124,129.2,118.4,129.2,-120,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:27.249,1,25.371595341492267,100,,0.6738574444169766,,0,172.4,,,,,172.4,0,0,333,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,122,129.2,118.4,129.2,-120,116.60000000000001,114.8,116.60000000000001,,,,0,0.30888809836499587,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.3331947,-121.880951,
13:30:27.308,1,25.38521262013093,100,,0.7240868142982496,,0,172.4,,,,,172.4,0,0,333,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,122,129.2,118.4,129.2,-120,116.60000000000001,114.8,116.60000000000001,,,,0,1.4062337550676627,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.333194,-121.880951,
13:30:27.514,1,25.38521262013093,100,,0.7240868142982496,,0,172.4,,,,,172.4,0,0,333,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,122,129.2,118.4,129.2,-114,116.60000000000001,114.8,116.60000000000001,,,,0,1.4062337550676627,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.333194,-121.880951,
13:30:27.710,1,25.38521262013093,100,,0.7240868142982496,,0,172.4,,,,,172.4,0,0,333,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,122,129.2,118.4,129.2,-114,116.60000000000001,114.8,116.60000000000001,,,,0,1.4062337550676627,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.333194,-121.880951,
13:30:27.782,1,25.38521262013093,100,,0.7240868142982496,,0,172.4,,,,,172.4,0,0,333,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,122,129.2,118.4,129.2,-114,116.60000000000001,114.8,116.60000000000001,,,,0,1.4062337550676627,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.333194,-121.880951,
13:30:27.932,1,25.38521262013093,100,,0.7240868142982496,,0,172.4,,,,,172.4,0,0,333,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,122,129.2,118.4,129.2,-114,116.60000000000001,114.8,116.60000000000001,,,,0,1.4062337550676627,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.333194,-121.880951,
13:30:28.141,1,25.38521262013093,100,,0.7240868142982496,,0,172.4,,,,,172.4,0,0,333,0,,,,,,,,,,89.14396429388876,47.84313725490196,,122,39,3500,,100,0.45,122,129.2,118.4,129.2,-114,116.60000000000001,114.8,116.60000000000001,,,,0,1.4062337550676627,47.84313725490196,86.0162325474938,88.75036209658964,86.7893797207598,,,0,,0,0,37.333194,-121.880951,
